TransactionID,AccountID,DateTime,Amount,Currency,Country,MerchantCategory,Channel,FraudPattern,Date,Hour,Weekday
TXN501230,ACC1054,2026-01-16 04:45:00,487.59,USD,UAE,Online Marketplace,ATM,,2026-01-16,4,Friday
TXN500266,ACC1011,2026-01-16 10:55:00,21.69,USD,India,Wire Transfer,ATM,,2026-01-16,10,Friday
TXN500155,ACC1006,2026-01-16 12:26:00,86.81,USD,India,Dining,ATM,,2026-01-16,12,Friday
TXN500843,ACC1036,2026-01-16 12:30:00,24.28,USD,India,Travel,POS,,2026-01-16,12,Friday
TXN500697,ACC1030,2026-01-16 12:49:00,89.44,USD,Singapore,Dining,Online,,2026-01-16,12,Friday
TXN500439,ACC1019,2026-01-16 13:34:00,14.4,USD,USA,Wire Transfer,Online,,2026-01-16,13,Friday
TXN501400,ACC1004,2026-01-16 14:00:00,141.46,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501401,ACC1004,2026-01-16 14:05:00,499.69,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN500185,ACC1007,2026-01-16 14:09:00,54.54,USD,USA,Online Marketplace,ATM,,2026-01-16,14,Friday
TXN501402,ACC1004,2026-01-16 14:10:00,427.0,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501403,ACC1004,2026-01-16 14:15:00,318.35,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN500794,ACC1034,2026-01-16 14:15:00,21.13,USD,Singapore,Cash Withdrawal,Online,,2026-01-16,14,Friday
TXN500466,ACC1021,2026-01-16 14:18:00,54.66,USD,USA,Cash Withdrawal,ATM,,2026-01-16,14,Friday
TXN501404,ACC1004,2026-01-16 14:20:00,432.6,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501405,ACC1004,2026-01-16 14:25:00,534.61,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501406,ACC1004,2026-01-16 14:30:00,157.46,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501407,ACC1004,2026-01-16 14:35:00,381.26,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501408,ACC1004,2026-01-16 14:40:00,560.9,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501409,ACC1004,2026-01-16 14:45:00,99.18,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-16,14,Friday
TXN501053,ACC1045,2026-01-16 15:29:00,104.02,USD,USA,Cash Withdrawal,ATM,,2026-01-16,15,Friday
TXN500145,ACC1006,2026-01-16 15:48:00,84.26,USD,India,Travel,POS,,2026-01-16,15,Friday
TXN500668,ACC1029,2026-01-16 16:01:00,258.16,USD,UK,Cash Withdrawal,Online,,2026-01-16,16,Friday
TXN500614,ACC1027,2026-01-16 16:15:00,24.22,USD,India,Dining,ATM,,2026-01-16,16,Friday
TXN500048,ACC1001,2026-01-16 21:36:00,172.67,USD,India,Dining,ATM,,2026-01-16,21,Friday
TXN501288,ACC1056,2026-01-17 01:57:00,105.34,USD,India,Retail,POS,,2026-01-17,1,Saturday
TXN500771,ACC1033,2026-01-17 02:05:00,126.09,USD,UAE,Wire Transfer,POS,,2026-01-17,2,Saturday
TXN500067,ACC1002,2026-01-17 02:23:00,62.5,USD,Singapore,Retail,Online,,2026-01-17,2,Saturday
TXN500369,ACC1016,2026-01-17 03:49:00,72.81,USD,USA,Cash Withdrawal,Online,,2026-01-17,3,Saturday
TXN500552,ACC1024,2026-01-17 04:27:00,57.97,USD,UK,Online Marketplace,ATM,,2026-01-17,4,Saturday
TXN501293,ACC1056,2026-01-17 04:51:00,66.32,USD,India,Online Marketplace,POS,,2026-01-17,4,Saturday
TXN500620,ACC1027,2026-01-17 07:45:00,81.57,USD,India,Cash Withdrawal,POS,,2026-01-17,7,Saturday
TXN501366,ACC1059,2026-01-17 10:48:00,57.82,USD,India,Travel,POS,,2026-01-17,10,Saturday
TXN500121,ACC1005,2026-01-17 11:07:00,135.9,USD,UAE,Dining,Online,,2026-01-17,11,Saturday
TXN500866,ACC1037,2026-01-17 11:31:00,47.04,USD,UK,Electronics,Online,,2026-01-17,11,Saturday
TXN501344,ACC1058,2026-01-17 13:17:00,194.72,USD,Singapore,Utilities,POS,,2026-01-17,13,Saturday
TXN500052,ACC1001,2026-01-17 14:19:00,47.15,USD,India,Online Marketplace,Online,,2026-01-17,14,Saturday
TXN500801,ACC1034,2026-01-17 14:38:00,155.16,USD,Singapore,Retail,POS,,2026-01-17,14,Saturday
TXN500485,ACC1021,2026-01-17 15:14:00,33.76,USD,USA,Retail,POS,,2026-01-17,15,Saturday
TXN500667,ACC1029,2026-01-17 15:55:00,53.01,USD,UK,Utilities,ATM,,2026-01-17,15,Saturday
TXN500403,ACC1017,2026-01-17 16:32:00,67.0,USD,USA,Electronics,Online,,2026-01-17,16,Saturday
TXN500224,ACC1009,2026-01-17 16:56:00,15.62,USD,USA,Cash Withdrawal,ATM,,2026-01-17,16,Saturday
TXN500632,ACC1027,2026-01-17 18:19:00,264.17,USD,India,Travel,Online,,2026-01-17,18,Saturday
TXN501001,ACC1043,2026-01-17 19:34:00,234.96,USD,India,Retail,ATM,,2026-01-17,19,Saturday
TXN500181,ACC1007,2026-01-17 20:28:00,117.11,USD,USA,Online Marketplace,POS,,2026-01-17,20,Saturday
TXN500901,ACC1038,2026-01-17 23:41:00,92.93,USD,India,Travel,ATM,,2026-01-17,23,Saturday
TXN500338,ACC1015,2026-01-18 01:58:00,49.94,USD,UAE,Online Marketplace,ATM,,2026-01-18,1,Sunday
TXN501124,ACC1049,2026-01-18 08:02:00,23.84,USD,USA,Online Marketplace,ATM,,2026-01-18,8,Sunday
TXN500785,ACC1033,2026-01-18 08:47:00,110.37,USD,UAE,Online Marketplace,Online,,2026-01-18,8,Sunday
TXN501005,ACC1044,2026-01-18 08:49:00,125.01,USD,UK,Dining,POS,,2026-01-18,8,Sunday
TXN500599,ACC1026,2026-01-18 09:15:00,44.71,USD,Singapore,Utilities,POS,,2026-01-18,9,Sunday
TXN500836,ACC1035,2026-01-18 09:57:00,82.33,USD,India,Online Marketplace,Online,,2026-01-18,9,Sunday
TXN500898,ACC1038,2026-01-18 10:44:00,76.1,USD,India,Utilities,ATM,,2026-01-18,10,Sunday
TXN500973,ACC1042,2026-01-18 11:11:00,142.11,USD,Singapore,Travel,ATM,,2026-01-18,11,Sunday
TXN500983,ACC1043,2026-01-18 11:14:00,27.93,USD,India,Electronics,ATM,,2026-01-18,11,Sunday
TXN500461,ACC1020,2026-01-18 11:59:00,390.82,USD,UAE,Dining,POS,,2026-01-18,11,Sunday
TXN500493,ACC1022,2026-01-18 12:18:00,71.5,USD,UK,Dining,ATM,,2026-01-18,12,Sunday
TXN500858,ACC1037,2026-01-18 14:10:00,101.93,USD,UK,Cash Withdrawal,Online,,2026-01-18,14,Sunday
TXN501478,ACC1014,2026-01-18 16:00:00,661.85,USD,UAE,Travel,POS,DUPLICATE,2026-01-18,16,Sunday
TXN501479,ACC1014,2026-01-18 16:05:00,661.85,USD,UAE,Travel,POS,DUPLICATE,2026-01-18,16,Sunday
TXN500339,ACC1015,2026-01-18 16:30:00,96.7,USD,UAE,Online Marketplace,ATM,,2026-01-18,16,Sunday
TXN500099,ACC1004,2026-01-18 16:42:00,66.99,USD,UAE,Cash Withdrawal,Online,,2026-01-18,16,Sunday
TXN501015,ACC1044,2026-01-18 17:42:00,318.1,USD,UK,Electronics,ATM,,2026-01-18,17,Sunday
TXN500965,ACC1042,2026-01-18 18:12:00,61.51,USD,Singapore,Utilities,ATM,,2026-01-18,18,Sunday
TXN501310,ACC1057,2026-01-18 18:57:00,102.23,USD,UAE,Retail,POS,,2026-01-18,18,Sunday
TXN501154,ACC1050,2026-01-18 23:19:00,20.27,USD,Singapore,Retail,Online,,2026-01-18,23,Sunday
TXN500515,ACC1023,2026-01-19 00:35:00,39.68,USD,UAE,Wire Transfer,Online,,2026-01-19,0,Monday
TXN500990,ACC1043,2026-01-19 02:16:00,68.32,USD,India,Travel,ATM,,2026-01-19,2,Monday
TXN501107,ACC1048,2026-01-19 02:49:00,115.76,USD,India,Wire Transfer,POS,,2026-01-19,2,Monday
TXN500165,ACC1007,2026-01-19 03:10:00,158.7,USD,USA,Utilities,ATM,,2026-01-19,3,Monday
TXN500405,ACC1017,2026-01-19 04:18:00,44.48,USD,USA,Wire Transfer,ATM,,2026-01-19,4,Monday
TXN500199,ACC1008,2026-01-19 10:41:00,70.27,USD,India,Travel,POS,,2026-01-19,10,Monday
TXN501179,ACC1052,2026-01-19 11:59:00,27.39,USD,Singapore,Dining,POS,,2026-01-19,11,Monday
TXN501354,ACC1059,2026-01-19 12:27:00,132.06,USD,India,Retail,Online,,2026-01-19,12,Monday
TXN501205,ACC1053,2026-01-19 14:36:00,69.68,USD,USA,Travel,Online,,2026-01-19,14,Monday
TXN500275,ACC1012,2026-01-19 15:01:00,27.57,USD,India,Electronics,ATM,,2026-01-19,15,Monday
TXN500246,ACC1010,2026-01-19 16:38:00,49.35,USD,UK,Retail,Online,,2026-01-19,16,Monday
TXN500501,ACC1022,2026-01-19 16:58:00,153.48,USD,UK,Retail,ATM,,2026-01-19,16,Monday
TXN501243,ACC1054,2026-01-19 17:42:00,39.51,USD,UAE,Utilities,Online,,2026-01-19,17,Monday
TXN500368,ACC1016,2026-01-19 17:43:00,67.45,USD,USA,Online Marketplace,POS,,2026-01-19,17,Monday
TXN500247,ACC1010,2026-01-19 23:34:00,43.49,USD,UK,Utilities,POS,,2026-01-19,23,Monday
TXN500523,ACC1023,2026-01-20 00:32:00,36.73,USD,UAE,Online Marketplace,Online,,2026-01-20,0,Tuesday
TXN500920,ACC1039,2026-01-20 01:59:00,79.41,USD,Singapore,Cash Withdrawal,ATM,,2026-01-20,1,Tuesday
TXN501102,ACC1048,2026-01-20 02:34:00,4.92,USD,India,Retail,POS,,2026-01-20,2,Tuesday
TXN500674,ACC1029,2026-01-20 06:54:00,47.74,USD,UK,Retail,ATM,,2026-01-20,6,Tuesday
TXN500516,ACC1023,2026-01-20 07:14:00,131.61,USD,UAE,Wire Transfer,ATM,,2026-01-20,7,Tuesday
TXN501268,ACC1055,2026-01-20 08:01:00,29.56,USD,India,Cash Withdrawal,Online,,2026-01-20,8,Tuesday
TXN501322,ACC1057,2026-01-20 08:55:00,107.42,USD,UAE,Travel,POS,,2026-01-20,8,Tuesday
TXN500488,ACC1021,2026-01-20 08:59:00,25.19,USD,USA,Electronics,POS,,2026-01-20,8,Tuesday
TXN500131,ACC1005,2026-01-20 10:46:00,16.52,USD,UAE,Utilities,ATM,,2026-01-20,10,Tuesday
TXN500809,ACC1034,2026-01-20 12:15:00,206.48,USD,Singapore,Retail,ATM,,2026-01-20,12,Tuesday
TXN500341,ACC1015,2026-01-20 12:46:00,31.82,USD,UAE,Wire Transfer,POS,,2026-01-20,12,Tuesday
TXN500106,ACC1004,2026-01-20 15:04:00,95.93,USD,UAE,Wire Transfer,Online,,2026-01-20,15,Tuesday
TXN501461,ACC1006,2026-01-20 16:00:00,5000.0,USD,India,Wire Transfer,Wire,ROUND_AMOUNT,2026-01-20,16,Tuesday
TXN500154,ACC1006,2026-01-20 16:19:00,82.19,USD,India,Electronics,POS,,2026-01-20,16,Tuesday
TXN500238,ACC1010,2026-01-20 18:41:00,78.87,USD,UK,Electronics,Online,,2026-01-20,18,Tuesday
TXN500308,ACC1013,2026-01-20 21:28:00,39.16,USD,India,Electronics,Online,,2026-01-20,21,Tuesday
TXN500789,ACC1034,2026-01-21 03:45:00,62.61,USD,Singapore,Wire Transfer,POS,,2026-01-21,3,Wednesday
TXN500183,ACC1007,2026-01-21 08:00:00,25.44,USD,USA,Wire Transfer,POS,,2026-01-21,8,Wednesday
TXN501462,ACC1039,2026-01-21 09:00:00,1000.0,USD,Singapore,Wire Transfer,Wire,ROUND_AMOUNT,2026-01-21,9,Wednesday
TXN501467,ACC1055,2026-01-21 09:00:00,5000.0,USD,India,Wire Transfer,Wire,ROUND_AMOUNT,2026-01-21,9,Wednesday
TXN500277,ACC1012,2026-01-21 09:46:00,79.77,USD,India,Cash Withdrawal,ATM,,2026-01-21,9,Wednesday
TXN500924,ACC1039,2026-01-21 10:34:00,35.51,USD,Singapore,Wire Transfer,POS,,2026-01-21,10,Wednesday
TXN501119,ACC1049,2026-01-21 11:43:00,79.92,USD,USA,Cash Withdrawal,ATM,,2026-01-21,11,Wednesday
TXN500946,ACC1041,2026-01-21 12:08:00,25.46,USD,USA,Wire Transfer,ATM,,2026-01-21,12,Wednesday
TXN501148,ACC1050,2026-01-21 12:38:00,18.25,USD,Singapore,Online Marketplace,Online,,2026-01-21,12,Wednesday
TXN500540,ACC1024,2026-01-21 13:36:00,39.68,USD,UK,Wire Transfer,ATM,,2026-01-21,13,Wednesday
TXN501095,ACC1048,2026-01-21 15:41:00,128.94,USD,India,Wire Transfer,Online,,2026-01-21,15,Wednesday
TXN500457,ACC1020,2026-01-21 15:41:00,60.56,USD,UAE,Utilities,ATM,,2026-01-21,15,Wednesday
TXN500072,ACC1003,2026-01-21 16:06:00,266.2,USD,UAE,Wire Transfer,POS,,2026-01-21,16,Wednesday
TXN501370,ACC1059,2026-01-21 16:17:00,30.07,USD,India,Retail,Online,,2026-01-21,16,Wednesday
TXN500699,ACC1030,2026-01-21 16:19:00,153.18,USD,Singapore,Retail,POS,,2026-01-21,16,Wednesday
TXN500798,ACC1034,2026-01-21 17:49:00,123.14,USD,Singapore,Dining,POS,,2026-01-21,17,Wednesday
TXN501339,ACC1058,2026-01-22 01:59:00,47.02,USD,Singapore,Utilities,ATM,,2026-01-22,1,Thursday
TXN501187,ACC1052,2026-01-22 02:12:00,27.54,USD,Singapore,Utilities,POS,,2026-01-22,2,Thursday
TXN500873,ACC1037,2026-01-22 03:31:00,19.27,USD,UK,Cash Withdrawal,POS,,2026-01-22,3,Thursday
TXN501076,ACC1047,2026-01-22 06:01:00,42.76,USD,UK,Travel,ATM,,2026-01-22,6,Thursday
TXN500671,ACC1029,2026-01-22 09:16:00,204.69,USD,UK,Electronics,ATM,,2026-01-22,9,Thursday
TXN501078,ACC1047,2026-01-22 10:06:00,45.36,USD,UK,Electronics,Online,,2026-01-22,10,Thursday
TXN500603,ACC1026,2026-01-22 11:08:00,145.86,USD,Singapore,Travel,Online,,2026-01-22,11,Thursday
TXN501352,ACC1058,2026-01-22 11:30:00,13.17,USD,Singapore,Utilities,Online,,2026-01-22,11,Thursday
TXN500886,ACC1038,2026-01-22 11:52:00,351.44,USD,India,Wire Transfer,POS,,2026-01-22,11,Thursday
TXN501341,ACC1058,2026-01-22 13:42:00,77.05,USD,Singapore,Utilities,ATM,,2026-01-22,13,Thursday
TXN500091,ACC1004,2026-01-22 14:18:00,72.77,USD,UAE,Cash Withdrawal,POS,,2026-01-22,14,Thursday
TXN501026,ACC1044,2026-01-22 14:23:00,98.76,USD,UK,Dining,ATM,,2026-01-22,14,Thursday
TXN500519,ACC1023,2026-01-22 15:22:00,72.92,USD,UAE,Travel,POS,,2026-01-22,15,Thursday
TXN500205,ACC1008,2026-01-22 15:57:00,19.3,USD,India,Retail,POS,,2026-01-22,15,Thursday
TXN500113,ACC1004,2026-01-22 17:58:00,70.4,USD,UAE,Travel,ATM,,2026-01-22,17,Thursday
TXN500750,ACC1032,2026-01-22 18:10:00,18.8,USD,UAE,Electronics,ATM,,2026-01-22,18,Thursday
TXN500587,ACC1025,2026-01-22 20:47:00,44.11,USD,USA,Dining,ATM,,2026-01-22,20,Thursday
TXN501178,ACC1052,2026-01-22 23:39:00,61.04,USD,Singapore,Online Marketplace,ATM,,2026-01-22,23,Thursday
TXN500702,ACC1030,2026-01-23 01:25:00,171.42,USD,Singapore,Online Marketplace,ATM,,2026-01-23,1,Friday
TXN500723,ACC1031,2026-01-23 06:37:00,19.82,USD,Singapore,Cash Withdrawal,ATM,,2026-01-23,6,Friday
TXN500250,ACC1010,2026-01-23 08:08:00,96.01,USD,UK,Wire Transfer,ATM,,2026-01-23,8,Friday
TXN501307,ACC1057,2026-01-23 08:25:00,68.4,USD,UAE,Electronics,ATM,,2026-01-23,8,Friday
TXN501372,ACC1059,2026-01-23 11:31:00,311.23,USD,India,Dining,ATM,,2026-01-23,11,Friday
TXN500433,ACC1019,2026-01-23 11:34:00,52.33,USD,USA,Cash Withdrawal,ATM,,2026-01-23,11,Friday
TXN500018,ACC1000,2026-01-23 12:06:00,88.48,USD,India,Utilities,ATM,,2026-01-23,12,Friday
TXN500588,ACC1025,2026-01-23 12:21:00,31.04,USD,USA,Wire Transfer,Online,,2026-01-23,12,Friday
TXN500917,ACC1039,2026-01-23 15:07:00,115.25,USD,Singapore,Wire Transfer,POS,,2026-01-23,15,Friday
TXN501135,ACC1050,2026-01-23 17:12:00,53.53,USD,Singapore,Electronics,Online,,2026-01-23,17,Friday
TXN500070,ACC1003,2026-01-23 18:01:00,37.31,USD,UAE,Travel,ATM,,2026-01-23,18,Friday
TXN500377,ACC1016,2026-01-23 19:28:00,146.22,USD,USA,Electronics,ATM,,2026-01-23,19,Friday
TXN500730,ACC1031,2026-01-23 20:54:00,33.1,USD,Singapore,Cash Withdrawal,POS,,2026-01-23,20,Friday
TXN500565,ACC1025,2026-01-23 22:20:00,196.58,USD,USA,Utilities,ATM,,2026-01-23,22,Friday
TXN500458,ACC1020,2026-01-24 00:21:00,26.27,USD,UAE,Utilities,ATM,,2026-01-24,0,Saturday
TXN501242,ACC1054,2026-01-24 06:41:00,55.52,USD,UAE,Cash Withdrawal,POS,,2026-01-24,6,Saturday
TXN500952,ACC1041,2026-01-24 07:53:00,91.55,USD,USA,Utilities,POS,,2026-01-24,7,Saturday
TXN500038,ACC1001,2026-01-24 08:15:00,11.43,USD,India,Electronics,Online,,2026-01-24,8,Saturday
TXN500712,ACC1030,2026-01-24 08:28:00,61.13,USD,Singapore,Travel,POS,,2026-01-24,8,Saturday
TXN500600,ACC1026,2026-01-24 09:09:00,93.65,USD,Singapore,Wire Transfer,Online,,2026-01-24,9,Saturday
TXN501057,ACC1046,2026-01-24 11:13:00,65.17,USD,India,Wire Transfer,ATM,,2026-01-24,11,Saturday
TXN500374,ACC1016,2026-01-24 11:24:00,158.12,USD,USA,Electronics,Online,,2026-01-24,11,Saturday
TXN501147,ACC1050,2026-01-24 12:32:00,24.86,USD,Singapore,Cash Withdrawal,ATM,,2026-01-24,12,Saturday
TXN500995,ACC1043,2026-01-24 13:32:00,27.07,USD,India,Utilities,POS,,2026-01-24,13,Saturday
TXN501059,ACC1046,2026-01-24 13:36:00,108.77,USD,India,Dining,POS,,2026-01-24,13,Saturday
TXN501254,ACC1055,2026-01-24 18:14:00,93.38,USD,India,Utilities,POS,,2026-01-24,18,Saturday
TXN501130,ACC1050,2026-01-24 18:39:00,89.65,USD,Singapore,Cash Withdrawal,ATM,,2026-01-24,18,Saturday
TXN501049,ACC1045,2026-01-24 23:58:00,251.86,USD,USA,Utilities,Online,,2026-01-24,23,Saturday
TXN500831,ACC1035,2026-01-25 00:00:00,19.89,USD,India,Dining,POS,,2026-01-25,0,Sunday
TXN501007,ACC1044,2026-01-25 00:47:00,149.26,USD,UK,Retail,ATM,,2026-01-25,0,Sunday
TXN501123,ACC1049,2026-01-25 01:24:00,118.49,USD,USA,Cash Withdrawal,ATM,,2026-01-25,1,Sunday
TXN501136,ACC1050,2026-01-25 04:36:00,158.81,USD,Singapore,Wire Transfer,ATM,,2026-01-25,4,Sunday
TXN500837,ACC1035,2026-01-25 06:58:00,269.2,USD,India,Wire Transfer,POS,,2026-01-25,6,Sunday
TXN500321,ACC1014,2026-01-25 07:08:00,72.77,USD,UAE,Travel,POS,,2026-01-25,7,Sunday
TXN500037,ACC1001,2026-01-25 07:28:00,80.48,USD,India,Travel,Online,,2026-01-25,7,Sunday
TXN500044,ACC1001,2026-01-25 08:03:00,50.86,USD,India,Retail,ATM,,2026-01-25,8,Sunday
TXN500147,ACC1006,2026-01-25 08:23:00,21.91,USD,India,Travel,Online,,2026-01-25,8,Sunday
TXN500754,ACC1032,2026-01-25 10:35:00,172.13,USD,UAE,Utilities,ATM,,2026-01-25,10,Sunday
TXN501144,ACC1050,2026-01-25 12:15:00,74.67,USD,Singapore,Travel,ATM,,2026-01-25,12,Sunday
TXN501321,ACC1057,2026-01-25 12:53:00,70.17,USD,UAE,Cash Withdrawal,Online,,2026-01-25,12,Sunday
TXN500821,ACC1035,2026-01-25 12:55:00,41.86,USD,India,Wire Transfer,ATM,,2026-01-25,12,Sunday
TXN500529,ACC1023,2026-01-25 13:16:00,84.25,USD,UAE,Cash Withdrawal,Online,,2026-01-25,13,Sunday
TXN500506,ACC1022,2026-01-25 16:37:00,43.02,USD,UK,Dining,Online,,2026-01-25,16,Sunday
TXN501099,ACC1048,2026-01-25 17:11:00,152.12,USD,India,Travel,Online,,2026-01-25,17,Sunday
TXN500726,ACC1031,2026-01-25 17:51:00,56.51,USD,Singapore,Online Marketplace,ATM,,2026-01-25,17,Sunday
TXN500355,ACC1015,2026-01-26 02:12:00,65.55,USD,UAE,Retail,Online,,2026-01-26,2,Monday
TXN500126,ACC1005,2026-01-26 03:44:00,478.86,USD,UAE,Dining,POS,,2026-01-26,3,Monday
TXN500758,ACC1033,2026-01-26 04:13:00,78.76,USD,UAE,Travel,ATM,,2026-01-26,4,Monday
TXN501061,ACC1046,2026-01-26 06:47:00,133.56,USD,India,Travel,Online,,2026-01-26,6,Monday
TXN500695,ACC1030,2026-01-26 06:49:00,113.73,USD,Singapore,Electronics,POS,,2026-01-26,6,Monday
TXN501044,ACC1045,2026-01-26 07:15:00,64.41,USD,USA,Utilities,POS,,2026-01-26,7,Monday
TXN501282,ACC1056,2026-01-26 07:17:00,58.14,USD,India,Cash Withdrawal,Online,,2026-01-26,7,Monday
TXN500849,ACC1036,2026-01-26 09:26:00,37.56,USD,India,Utilities,POS,,2026-01-26,9,Monday
TXN500823,ACC1035,2026-01-26 09:36:00,527.95,USD,India,Online Marketplace,POS,,2026-01-26,9,Monday
TXN501193,ACC1052,2026-01-26 12:29:00,38.81,USD,Singapore,Retail,POS,,2026-01-26,12,Monday
TXN500848,ACC1036,2026-01-26 13:49:00,607.75,USD,India,Utilities,ATM,,2026-01-26,13,Monday
TXN501480,ACC1004,2026-01-26 14:00:00,158.13,USD,UAE,Utilities,POS,DUPLICATE,2026-01-26,14,Monday
TXN501481,ACC1004,2026-01-26 14:01:00,158.13,USD,UAE,Utilities,POS,DUPLICATE,2026-01-26,14,Monday
TXN500330,ACC1014,2026-01-26 16:08:00,117.39,USD,UAE,Utilities,POS,,2026-01-26,16,Monday
TXN500791,ACC1034,2026-01-26 17:15:00,98.17,USD,Singapore,Retail,Online,,2026-01-26,17,Monday
TXN500705,ACC1030,2026-01-26 17:23:00,16.43,USD,Singapore,Electronics,ATM,,2026-01-26,17,Monday
TXN501274,ACC1056,2026-01-26 19:28:00,50.16,USD,India,Retail,Online,,2026-01-26,19,Monday
TXN500401,ACC1017,2026-01-27 09:09:00,15.88,USD,USA,Cash Withdrawal,ATM,,2026-01-27,9,Tuesday
TXN500570,ACC1025,2026-01-27 11:18:00,48.6,USD,USA,Electronics,Online,,2026-01-27,11,Tuesday
TXN500687,ACC1029,2026-01-27 12:15:00,53.72,USD,UK,Wire Transfer,Online,,2026-01-27,12,Tuesday
TXN500936,ACC1040,2026-01-27 12:44:00,42.44,USD,Singapore,Wire Transfer,ATM,,2026-01-27,12,Tuesday
TXN501250,ACC1055,2026-01-27 13:06:00,16.44,USD,India,Electronics,Online,,2026-01-27,13,Tuesday
TXN500900,ACC1038,2026-01-27 13:18:00,31.97,USD,India,Cash Withdrawal,ATM,,2026-01-27,13,Tuesday
TXN500539,ACC1023,2026-01-27 13:48:00,164.95,USD,UAE,Wire Transfer,POS,,2026-01-27,13,Tuesday
TXN500068,ACC1002,2026-01-27 14:42:00,164.54,USD,Singapore,Electronics,Online,,2026-01-27,14,Tuesday
TXN501139,ACC1050,2026-01-27 14:59:00,114.17,USD,Singapore,Electronics,Online,,2026-01-27,14,Tuesday
TXN501009,ACC1044,2026-01-27 15:20:00,171.5,USD,UK,Wire Transfer,Online,,2026-01-27,15,Tuesday
TXN500437,ACC1019,2026-01-27 15:31:00,288.81,USD,USA,Cash Withdrawal,Online,,2026-01-27,15,Tuesday
TXN501256,ACC1055,2026-01-27 16:26:00,22.45,USD,India,Wire Transfer,POS,,2026-01-27,16,Tuesday
TXN500507,ACC1022,2026-01-27 17:21:00,39.13,USD,UK,Utilities,POS,,2026-01-27,17,Tuesday
TXN501488,ACC1014,2026-01-28 04:00:00,4343.57,USD,UAE,Cash Withdrawal,ATM,OFF_HOURS,2026-01-28,4,Wednesday
TXN501105,ACC1048,2026-01-28 09:19:00,180.8,USD,India,Online Marketplace,Online,,2026-01-28,9,Wednesday
TXN500888,ACC1038,2026-01-28 11:50:00,48.26,USD,India,Dining,ATM,,2026-01-28,11,Wednesday
TXN501017,ACC1044,2026-01-28 12:50:00,37.1,USD,UK,Cash Withdrawal,ATM,,2026-01-28,12,Wednesday
TXN500410,ACC1017,2026-01-28 13:03:00,105.95,USD,USA,Retail,Online,,2026-01-28,13,Wednesday
TXN500146,ACC1006,2026-01-28 15:17:00,134.78,USD,India,Utilities,POS,,2026-01-28,15,Wednesday
TXN501155,ACC1051,2026-01-28 17:01:00,292.31,USD,USA,Utilities,ATM,,2026-01-28,17,Wednesday
TXN501476,ACC1057,2026-01-28 18:00:00,436.74,USD,UAE,Dining,POS,DUPLICATE,2026-01-28,18,Wednesday
TXN501477,ACC1057,2026-01-28 18:06:00,436.74,USD,UAE,Dining,POS,DUPLICATE,2026-01-28,18,Wednesday
TXN500968,ACC1042,2026-01-28 19:35:00,337.26,USD,Singapore,Utilities,ATM,,2026-01-28,19,Wednesday
TXN500508,ACC1022,2026-01-28 20:47:00,30.64,USD,UK,Electronics,ATM,,2026-01-28,20,Wednesday
TXN501115,ACC1049,2026-01-28 22:15:00,76.35,USD,USA,Wire Transfer,Online,,2026-01-28,22,Wednesday
TXN500612,ACC1027,2026-01-28 23:06:00,63.43,USD,India,Dining,Online,,2026-01-28,23,Wednesday
TXN501215,ACC1053,2026-01-29 01:48:00,51.14,USD,USA,Retail,Online,,2026-01-29,1,Thursday
TXN500381,ACC1016,2026-01-29 05:12:00,31.32,USD,USA,Travel,POS,,2026-01-29,5,Thursday
TXN500097,ACC1004,2026-01-29 06:44:00,87.05,USD,UAE,Online Marketplace,POS,,2026-01-29,6,Thursday
TXN500467,ACC1021,2026-01-29 07:08:00,115.9,USD,USA,Online Marketplace,POS,,2026-01-29,7,Thursday
TXN501096,ACC1048,2026-01-29 08:27:00,62.01,USD,India,Dining,ATM,,2026-01-29,8,Thursday
TXN500111,ACC1004,2026-01-29 08:31:00,11.86,USD,UAE,Retail,Online,,2026-01-29,8,Thursday
TXN501031,ACC1045,2026-01-29 13:12:00,52.9,USD,USA,Online Marketplace,Online,,2026-01-29,13,Thursday
TXN501410,ACC1023,2026-01-29 14:00:00,419.99,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-29,14,Thursday
TXN501438,ACC1052,2026-01-29 14:00:00,167.39,USD,Singapore,Online Marketplace,Online,VELOCITY,2026-01-29,14,Thursday
TXN501411,ACC1023,2026-01-29 14:05:00,325.03,USD,UAE,Online Marketplace,Online,VELOCITY,2026-01-29,14,Thursday
TXN501439,ACC1052,2026-01-29 14:05:00,272.36,USD,Singapore,Online Marketplace,Online,VELOCITY,2026-01-29,14,Thursday
